     0.000     0.182    13.167     12868267.500     0.000     0.000  2750.000      00********
     0.000    -0.772    39.085     38604802.500     0.000     0.000  2750.000      00********
     0.000    -1.249    51.784     51473070.000     0.000     0.000  2750.000      00********
     0.000    -1.933    69.738     69925680.000     0.000     0.000  2750.000      00********
     0.000    -2.203    76.726     77209605.000     0.000     0.000  2750.000      00********
     0.000    -2.680    88.955     90077872.500     0.000     0.000  2750.000      00********
     0.000    -3.157   101.027    102946140.000     0.000     0.000  2750.000      00********
     0.000    -3.634   112.941    115814407.500     0.000     0.000  2750.000      00********
     0.000    -4.588   136.347    141550942.500     0.000     0.000  2750.000      00********
     0.000    -5.065   147.787    154419210.000     0.000     0.000  2750.000      00********
     0.000    -5.542   159.070    167287477.500     0.000     0.000  2750.000      00********
     0.000    -6.019   170.194    180155745.000     0.000     0.000  2750.000      00********
     0.000    -7.054   193.852    208077457.500     0.000     0.000  2750.000      00********
     0.000    -7.927   213.228    231628815.000     0.000     0.000  2750.000      00********
     0.000    -8.881   233.791    257365350.000     0.000     0.000  2750.000      00********
     0.000    -9.834   253.704    283074907.500     0.000     0.000  2750.000      00********
     0.000   -10.856   274.372    310645912.500     0.000     0.000  2750.000      00********
     0.000   -11.742   294.311    335417143.500     0.000     0.000  2850.000      00********
     0.000   -12.696   315.577    362089552.500     0.000     0.000  2850.000      00********
     0.000   -13.650   336.626    388761961.500     0.000     0.000  2850.000      00********
     0.000   -15.558   378.139    442106779.500     0.000     0.000  2850.000      00********
     0.000   -17.466   418.781    495451597.500     0.000     0.000  2850.000      00********
     0.000   -19.374   458.558    548796415.500     0.000     0.000  2850.000      00********
     0.000   -21.000   491.759    594256936.500     0.000     0.000  2850.000      00********
     0.000   -23.190   537.974    657634441.500     0.000     0.000  2950.000      00********
     0.000   -25.911   594.755    736378821.000     0.000     0.000  2950.000      00********
     0.000   -27.006   617.400    768067573.500     0.000     0.000  2950.000      00********
     0.000   -28.913   656.526    823255200.000     0.000     0.000  2950.000      00********
     0.000   -30.821   695.312    878471766.000     0.000     0.000  2950.000      00********
     0.000   -32.006   719.201    912765073.500     0.000     0.000  2950.000      00********
    15.000   -89.930  1221.722   2793274689.301     7.942     4.414  3311.755      96   23337
    15.000   -94.700  1257.429   2948291789.924     7.940     4.402  3313.152      96   24844
    15.000   -99.471  1289.902   3103387440.316     7.934     4.388  3314.295      96   26050
    15.000  -104.808  1320.000   3276964258.203     7.933     4.377  3316.181      96   27556
    15.000  -109.011  1328.406   3413685241.783     7.987     4.403  3317.650      99   27426
    15.000  -113.781  1337.946   3569044343.089     8.000     4.405  3322.171      99   28929
    15.000  -118.552  1347.488   3724627073.929     8.008     4.405  3326.135      99   30132
    15.000  -123.322  1357.028   3880365391.134     8.022     4.408  3330.060      99   31335
    15.000  -128.092  1366.568   4036298401.256     8.041     4.415  3334.316      99   32837
    15.000  -132.863  1376.110   4192443774.813     8.046     4.412  3338.037      99   34040
    15.000  -137.633  1385.650   4348733936.272     8.056     4.415  3341.777      99   35243
    15.000  -142.403  1395.190   4505213885.716     8.073     4.420  3345.988      99   36746
    15.000  -147.174  1401.113   4661915120.319     8.085     4.425  3350.103      99   37947
    15.000  -151.944  1403.356   4818788982.434     8.099     4.430  3354.621      99   39148
    15.000  -156.714  1405.599   4975886968.944     8.120     4.438  3359.530      99   40649
    15.000  -161.485  1407.842   5133230162.767     8.134     4.446  3363.959      99   41849
    15.000  -166.255  1410.085   5290750970.573     8.147     4.449  3368.372      99   43050
    15.000  -171.025  1412.328   5448490500.382     8.167     4.458  3373.157      99   44551
    15.000  -175.795  1414.571   5606437684.968     8.181     4.464  3377.499      99   45751
    15.000  -180.566  1416.815   5764634632.472     8.197     4.470  3382.254      99   47252
    15.000  -185.336  1419.058   5923005304.015     8.208     4.476  3386.589      99   48453
    15.000  -190.106  1421.301   6081581790.895     8.225     4.483  3390.895      99   49653
    15.000  -194.877  1423.544   6240406291.192     8.241     4.489  3395.597      99   51154
    15.000  -199.647  1425.787   6399402262.343     8.252     4.493  3399.883      99   52355
    15.000  -204.417  1428.030   6558610328.777     8.272     4.502  3404.506      99   53855
    15.000  -209.188  1430.274   6718056283.558     8.279     4.505  3408.838      99   55056
    15.000  -213.958  1432.517   6877683368.757     8.297     4.512  3413.513      99   56557
    15.000  -218.728  1434.760   7037515085.946     8.310     4.518  3417.798      99   57757
    15.000  -228.269  1439.246   7357839620.697     8.336     4.528  3426.759      99   60459
    15.000  -237.809  1443.732   7678971975.079     8.364     4.540  3435.822      99   63160
    15.000  -247.350  1448.219   8000987612.918     8.390     4.551  3444.936      99   65861
    15.000  -256.891  1452.705   8323864260.999     8.415     4.562  3454.237      99   68562
    15.000  -266.431  1457.191   8647583729.062     8.438     4.569  3463.681      99   71264
    15.000  -275.972  1461.678   8972225223.030     8.463     4.581  3473.216      99   73965
    15.000  -285.513  1466.164   9297788663.297     8.487     4.592  3483.366      99   76666
    15.000  -290.283  1468.407   9460907909.133     8.495     4.594  3488.371      99   77867
    15.000  -295.053  1470.650   9624276130.908     8.510     4.601  3493.824      99   79368
    15.000  -299.824  1472.894   9787925923.842     8.520     4.606  3499.112      99   80568
    15.000  -304.594  1475.137   9951810328.759     8.532     4.610  3505.144      99   82069
    15.000  -314.134  1479.623  10280577226.026     8.525     4.630  3520.741      99   84770
    15.000  -323.675  1484.109  10610593746.838     8.550     4.636  3530.825      99   87472
    15.000  -333.216  1488.596  10941575786.158     8.582     4.648  3541.446      99   90473
    15.000  -342.756  1493.082  11273505987.552     8.605     4.655  3552.023      99   93174
    15.000  -352.297  1497.568  11606472445.820     8.632     4.662  3562.776      99   95876
    15.000  -361.838  1502.055  11940318048.231     8.658     4.674  3570.796      99   98577
    15.000  -371.378  1506.541  12274900913.270     8.686     4.685  3579.124      99  101578
    15.000  -380.919  1511.027  12610280458.103     8.707     4.694  3587.276      99  104279
    15.000  -390.459  1515.513  12946392167.685     8.731     4.705  3595.437      99  106981
    15.000  -400.000  1520.000  13283320579.589     8.759     4.719  3603.870      99  109982
    20.000     0.245    13.162     12868267.500     0.000     0.000  2750.000      00  109982
    20.000    -0.709    39.004     38604802.500     0.000     0.000  2750.000      00  109982
    20.000    -1.186    51.687     51473070.000     0.000     0.000  2750.000      00  109982
    20.000    -1.717    65.617     65798122.500     0.000     0.000  2750.000      00  109982
    20.000    -2.140    76.577     77209605.000     0.000     0.000  2750.000      00  109982
    20.000    -2.617    88.786     90077872.500     0.000     0.000  2750.000      00  109982
    20.000    -3.094   100.838    102946140.000     0.000     0.000  2750.000      00  109982
    20.000    -3.571   112.733    115814407.500     0.000     0.000  2750.000      00  109982
    20.000    -4.526   136.078    141577920.000     0.000     0.000  2750.000      00  109982
    20.000    -5.003   147.503    154446187.500     0.000     0.000  2750.000      00  109982
    20.000    -5.480   158.773    167314455.000     0.000     0.000  2750.000      00  109982
    20.000    -5.957   169.887    180182722.500     0.000     0.000  2750.000      00  109982
    20.000    -6.911   191.646    205919257.500     0.000     0.000  2750.000      00  109982
    20.000    -7.865   212.782    231655792.500     0.000     0.000  2750.000      00  109982
    20.000    -8.819   233.295    257392327.500     0.000     0.000  2750.000      00  109982
    20.000    -9.773   253.186    283128862.500     0.000     0.000  2750.000      00  109982
    20.000   -10.928   276.438    314287875.000     0.000     0.000  2750.000      00  109982
    20.000   -11.681   293.350    335340625.500     0.000     0.000  2850.000      00  109982
    20.000   -12.635   314.588    362013034.500     0.000     0.000  2850.000      00  109982
    20.000   -13.590   335.634    388713402.000     0.000     0.000  2850.000      00  109982
    20.000   -15.498   377.040    442058220.000     0.000     0.000  2850.000      00  109982
    20.000   -17.406   417.592    495403038.000     0.000     0.000  2850.000      00  109982
    20.000   -19.314   457.289    548747856.000     0.000     0.000  2850.000      00  109982
    20.000   -21.000   491.658    595885887.000     0.000     0.000  2850.000      00  109982
    20.000   -23.131   536.605    657555961.500     0.000     0.000  2950.000      00  109982
    20.000   -25.039   576.478    712772527.500     0.000     0.000  2950.000      00  109982
    20.000   -26.947   616.002    767989093.500     0.000     0.000  2950.000      00  109982
    20.000   -28.855   655.176    823205659.500     0.000     0.000  2950.000      00  109982
    20.000   -30.763   694.002    878422225.500     0.000     0.000  2950.000      00  109982
    20.000   -31.984   718.666    913757355.000     0.000     0.000  2950.000      00  109982
    20.000   -34.580   743.459    997812097.904     7.946     4.536  3300.083      96    8545
    20.000   -37.442   770.442   1090454790.728     7.941     4.528  3299.003      96    9150
    20.000   -40.304   797.270   1183081936.912     7.939     4.522  3298.613      96   10055
    20.000   -43.167   823.924   1275733151.009     7.951     4.520  3298.710      96   10960
    20.000   -46.029   850.184   1368463426.911     7.954     4.515  3306.823      96   11566
    20.000   -48.891   876.105   1461321665.368     7.966     4.515  3307.366      96   12471
    20.000   -51.754   901.776   1554216796.098     7.957     4.506  3307.454      96   13075
    20.000   -54.616   927.173   1647082590.551     7.963     4.502  3307.609      96   13980
    20.000   -57.478   952.344   1739948169.949     7.955     4.493  3307.406      96   14585
    20.000   -60.340   977.343   1832810600.120     7.957     4.487  3307.335      96   15490
    20.000   -63.203  1002.175   1925723857.022     7.957     4.482  3308.629      96   16095
    20.000   -66.065  1026.894   2018637855.042     7.964     4.477  3309.257      96   17000
    20.000   -70.836  1067.948   2173533940.336     7.957     4.464  3309.293      96   18208
    20.000   -75.606  1108.840   2328418161.268     7.961     4.456  3309.922      96   19715
    20.000   -80.377  1149.654   2483346610.214     7.946     4.437  3310.415      96   20923
    20.000   -85.147  1190.304   2638252473.950     7.941     4.423  3310.403      96   22131
    20.000   -89.918  1230.381   2793203678.269     7.933     4.407  3310.493      96   23339
    20.000   -94.688  1268.813   2948136931.317     7.932     4.395  3310.832      96   24846
    20.000   -99.459  1304.149   3103120846.866     7.918     4.375  3311.833      96   26053
    20.000  -101.897  1320.000   3182333214.763     7.916     4.369  3311.935      96   26656
    20.000  -109.000  1334.206   3413237616.691     7.977     4.396  3316.834      99   27428
    20.000  -113.770  1343.746   3568558767.284     7.995     4.401  3321.371      99   28931
    20.000  -118.541  1353.288   3724103911.412     8.005     4.402  3325.334      99   30134
    20.000  -123.311  1362.828   3879804061.221     8.019     4.407  3329.241      99   31336
    20.000  -128.082  1372.370   4035728531.926     8.032     4.408  3333.359      99   32839
    20.000  -132.852  1381.910   4191803372.314     8.041     4.409  3337.383      99   34042
    20.000  -137.623  1391.452   4348092996.416     8.052     4.411  3341.041      99   35245
    20.000  -142.393  1400.231   4504539273.867     8.071     4.418  3345.335      99   36747
    20.000  -147.164  1402.449   4661220613.560     8.083     4.422  3349.912      99   37948
    20.000  -151.934  1404.667   4818085844.930     8.101     4.431  3354.446      99   39148
    20.000  -156.705  1406.885   4975208592.037     8.119     4.437  3359.363      99   40649
    20.000  -161.475  1409.102   5132510795.635     8.130     4.442  3363.791      99   41850
    20.000  -166.246  1411.321   5290056731.026     8.149     4.451  3368.211      99   43050
    20.000  -171.016  1413.538   5447788623.586     8.166     4.457  3372.999      99   44551
    20.000  -175.787  1415.757   5605761650.889     8.178     4.461  3377.354      99   45752
    20.000  -180.557  1417.974   5763918220.225     8.199     4.472  3382.105      99   47252
    20.000  -185.328  1420.192   5922315109.009     8.207     4.475  3386.447      99   48453
    20.000  -190.098  1422.410   6080884552.089     8.222     4.481  3390.743      99   49654
    20.000  -194.869  1424.628   6239702337.598     8.243     4.491  3395.461      99   51154
    20.000  -199.639  1426.846   6398691888.380     8.251     4.492  3399.753      99   52355
    20.000  -204.409  1429.064   6557893672.443     8.269     4.500  3404.375      99   53856
    20.000  -209.180  1431.282   6717333450.172     8.281     4.506  3408.713      99   55056
    20.000  -213.951  1433.500   6876988095.301     8.296     4.511  3413.394      99   56557
    20.000  -218.721  1435.718   7036814132.081     8.307     4.515  3417.682      99   57758
    20.000  -228.262  1440.154   7357127897.942     8.336     4.528  3426.653      99   60459
    20.000  -237.803  1444.590   7678283755.080     8.364     4.540  3435.718      99   63160
    20.000  -247.344  1449.026   8000289618.026     8.389     4.551  3444.838      99   65861
    20.000  -256.885  1453.461   8323157253.274     8.412     4.557  3454.150      99   68563
    20.000  -266.426  1457.897   8646902175.081     8.439     4.570  3463.597      99   71264
    20.000  -275.967  1462.333   8971535328.507     8.463     4.581  3473.129      99   73965
    20.000  -285.508  1466.769   9297091559.848     8.484     4.589  3483.307      99   76667
    20.000  -290.279  1468.987   9460241946.124     8.497     4.595  3488.299      99   77867
    20.000  -295.049  1471.205   9623606885.373     8.509     4.600  3493.761      99   79368
    20.000  -299.820  1473.423   9787253589.805     8.519     4.606  3499.048      99   80568
    20.000  -304.590  1475.641   9951135893.194     8.532     4.610  3505.124      99   82069
    20.000  -314.131  1480.077  10279933152.273     8.525     4.629  3520.673      99   84770
    20.000  -323.672  1484.513  10609944084.028     8.549     4.636  3530.781      99   87472
    20.000  -333.213  1488.949  10940922037.088     8.582     4.647  3541.407      99   90473
    20.000  -342.754  1493.385  11272883130.915     8.605     4.655  3551.982      99   93174
    20.000  -352.295  1497.820  11605846244.104     8.632     4.661  3562.751      99   95876
    20.000  -361.836  1502.256  11939689232.262     8.658     4.673  3570.769      99   98577
    20.000  -371.377  1506.692  12274304472.041     8.686     4.685  3579.099      99  101578
    20.000  -380.918  1511.128  12609681715.895     8.707     4.694  3587.257      99  104279
    20.000  -390.459  1515.564  12945826908.399     8.731     4.704  3595.423      99  106981
    20.000  -400.000  1520.000  13282753978.696     8.759     4.719  3603.860      99  109982
    25.000     0.282    13.075     12868267.500     0.000     0.000  2750.000      00  109982
    25.000    -0.672    38.779     38604802.500     0.000     0.000  2750.000      00  109982
    25.000    -1.149    51.406     51473070.000     0.000     0.000  2750.000      00  109982
    25.000    -1.663    64.842     65339505.000     0.000     0.000  2750.000      00  109982
    25.000    -2.104    76.234     77236582.500     0.000     0.000  2750.000      00  109982
    25.000    -2.581    88.407     90104850.000     0.000     0.000  2750.000      00  109982
    25.000    -3.058   100.428    102973117.500     0.000     0.000  2750.000      00  109982
    25.000    -3.535   112.297    115841385.000     0.000     0.000  2750.000      00  109982
    25.000    -4.489   135.575    141577920.000     0.000     0.000  2750.000      00  109982
    25.000    -4.966   146.984    154446187.500     0.000     0.000  2750.000      00  109982
    25.000    -5.443   158.240    167314455.000     0.000     0.000  2750.000      00  109982
    25.000    -5.920   169.342    180182722.500     0.000     0.000  2750.000      00  109982
    25.000    -6.875   191.105    205946235.000     0.000     0.000  2750.000      00  109982
    25.000    -7.829   212.229    231682770.000     0.000     0.000  2750.000      00  109982
    25.000    -8.783   232.734    257419305.000     0.000     0.000  2750.000      00  109982
    25.000    -9.737   252.620    283155840.000     0.000     0.000  2750.000      00  109982
    25.000   -10.947   276.959    315798615.000     0.000     0.000  2750.000      00  109982
    25.000   -11.645   292.615    335313648.000     0.000     0.000  2850.000      00  109982
    25.000   -12.600   313.855    362014015.500     0.000     0.000  2850.000      00  109982
    25.000   -13.554   334.860    388686424.500     0.000     0.000  2850.000      00  109982
    25.000   -15.462   376.234    442031242.500     0.000     0.000  2850.000      00  109982
    25.000   -17.371   416.780    495404019.000     0.000     0.000  2850.000      00  109982
    25.000   -19.279   456.456    548748837.000     0.000     0.000  2850.000      00  109982
    25.000   -21.000   491.517    596865415.500     0.000     0.000  2850.000      00  109982
    25.000   -23.096   535.702    657522607.500     0.000     0.000  2950.000      00  109982
    25.000   -25.004   575.560    712739173.500     0.000     0.000  2950.000      00  109982
    25.000   -26.912   615.074    767955739.500     0.000     0.000  2950.000      00  109982
    25.000   -28.821   654.264    823201245.000     0.000     0.000  2950.000      00  109982
    25.000   -30.729   693.090    878417811.000     0.000     0.000  2950.000      00  109982
    25.000   -31.979   718.341    914592186.000     0.000     0.000  2950.000      00  109982
    25.000   -34.546   742.866    997709719.476     7.946     4.536  3300.157      96    8545
    25.000   -37.409   769.880   1090386791.716     7.942     4.528  3299.074      96    9150
    25.000   -40.271   796.747   1183015834.595     7.940     4.522  3298.679      96   10055
